Name,Age,Nationality,Potential,Club,International Reputation,Weak Foot,Skill Moves,Body_Type,Attacking_Work_Rate,Defensive_Work_Rate,CB,CDM,CF,CM,GK,LAM,LB,LCB,LCM,LDM,LF,LM,LS,LW,LWB,RAM,RB,RCB,RCM,RDM,RES,RF,RM,RS,RW,RWB,ST,SUB,BMI,Age_Group,Value_to_Potential
E. Caprile,20,67.14691943127963,80,64.11012739006956,1.0,3.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.010416381129904,2,26250.0
22 F. Belluschi,37,66.84351713859911,69,63.72987969561662,2.0,5.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26.061679307694877,1,6521.739130434783
22 R. Ferjani,20,63.3562945368171,68,62.91491109544724,1.0,3.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.75156931005181,2,7352.941176470588
22 Kim Jin Sung,21,55.45909092541449,62,60.04132033086603,1.0,3.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.877551020408163,2,2096.7741935483873
H. Bahaïd,22,63.676616911317716,65,62.62556707482101,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.461936624163616,0,5000.0
Kang Hyeon Mu,27,55.45909092541449,72,58.99863787854321,1.0,3.0,1.0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.79035792549306,0,20833.333333333332
22 T. Jansink,18,64.91292875989446,69,63.03482171437581,1.0,3.0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.12911953412868,2,3623.1884057971015
J. Flores,18,62.316666786185394,74,63.22989951706524,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.024322512687924,2,5743.243243243243
Z. Buurmeester,20,64.91292875989446,78,66.02516351895116,1.0,3.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.623233908948194,2,12820.51282051282
22 S. Vignato,17,67.14691943127963,83,66.33936170212766,1.0,4.0,4.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.177148524332274,2,18072.289156626506
21 F. Malcolm,16,61.40113024391227,72,60.829994660018656,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.785875961973744,2,3333.3333333333335
22 L. Lykkegaard,19,62.14942553942687,65,60.76436170212766,1.0,2.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.952479338842977,2,2769.230769230769
22 J. Pucheta,29,66.84351713859911,69,63.135062405243744,1.0,2.0,1.0,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.515595463137995,0,12318.840579710144
22 D. Volkmer,25,63.3562945368171,66,61.87659350924993,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.381868423849507,0,6439.393939393939
21 Alfredo,22,67.33545108005083,72,67.02712971403163,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.65754000210077,0,15277.777777777777
L. Dickmann,25,67.14691943127963,75,64.3463988003953,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.34351559258195,0,38666.666666666664
I. Iliadis,21,66.01976736449477,65,65.173908441317,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.36686914318855,2,5384.615384615385
22 M. Obradović,21,67.0738741898177,66,61.4237441319402,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.67573696145125,2,5303.030303030303
S. Thórdarson,23,63.179176678080765,73,62.66487490319459,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.27600011197895,0,21917.80821917808
20 D. Di Francesco,18,67.14691943127963,74,63.26090929484313,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.38868655818771,2,2567.5675675675675
Xing Yu,26,52.237735849311704,56,61.55834956031529,1.0,1.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.56476002629849,0,1607.142857142857
22 L. Bocco,20,62.066326560430504,70,63.273825191232746,1.0,3.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.877551020408163,2,7857.142857142857
R. Hendriks,20,64.91292875989446,78,63.76544281853391,1.0,4.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.27600011197895,2,24358.97435897436
A. Hakimi,23,68.14065451485799,87,73.79183933244036,2.0,4.0,4.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22.282592106468055,0,614942.5287356322
R. Seweryś,18,59.81679389323986,71,61.98166463667187,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.67573696145125,2,6338.028169014085
V. Mastrantonio,23,67.14691943127963,65,62.62476851889212,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.456790123456788,0,6153.846153846154
R. Montes,22,66.84351713859911,73,63.273825191232746,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.54788069073783,0,15068.493150684932
21 I. Salazar,22,66.84351713859911,66,62.022800009060795,1.0,3.0,3.0,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.59814049586777,0,6818.181818181818
22 K. Coates,19,61.01479046836483,72,64.07021676025643,1.0,3.0,2.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.49134948096886,2,4861.111111111111
A. Badolato,17,58.53216508417798,68,61.564361702127655,1.0,1.0,2.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.221453287197235,2,2941.176470588235
Á. Preciado,24,63.19097222222265,75,64.26893213692239,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.725182932941294,0,28000.0
22 J. Oliver,18,61.01479046836483,72,66.9463710329927,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.146319909102385,2,4861.111111111111
E. Emanuele,18,63.19097222222265,69,63.920262033716654,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.53061224489796,2,5434.782608695652
22 José Mirazar,25,70.6844547563805,74,64.6725862026136,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.839506172839506,0,63513.51351351351
Carlo Adriano,21,67.33545108005083,74,63.08936170212766,1.0,4.0,3.0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.736505252988767,2,17567.567567567567
H. Reed,27,61.01479046836483,77,68.87721718182355,1.0,3.0,3.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,23.510204081632654,0,77922.07792207792
22 T. Hallstensen,19,60.14644351564082,67,60.618124613256114,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.83589485176787,2,2686.5671641791046
Lucas Esteves,22,70.6844547563805,68,62.97591681629372,1.0,3.0,2.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.18339100346021,0,11029.411764705883
T. Ikoba,18,60.60498220641852,69,63.6132805857214,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.893258879433006,2,3478.2608695652175
I. Hien,23,59.94615384628343,76,61.89081678969343,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.67037636029714,0,27631.57894736842
V. Drăghia,31,58.657777783679684,58,62.04704286875844,1.0,3.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.87152777777778,1,1896.551724137931
R. Bacchia,23,64.93636363636358,71,64.99666836409544,1.0,3.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.37472607742878,0,14084.507042253521
22 Y. Becker,30,63.3562945368171,61,61.747141313751285,1.0,4.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.679012345679013,0,5327.868852459016
22 S. Gale,16,61.01479046836483,67,61.79769117607383,1.0,3.0,2.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.530864197530864,2,2537.313432835821
22 Kim Joo Hyeong,18,55.45909092541449,65,57.76512678664747,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.395413419331717,2,1692.3076923076924
G. Kennedy,19,61.01479046836483,70,60.49870360229393,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.351742870076958,2,5357.142857142857
G. Docherty,25,61.40113024391227,70,62.52068458601217,1.0,3.0,3.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.981901752370007,0,18571.428571428572
A. Stenseth,21,60.14644351564082,63,61.582004590449856,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.25690831309978,2,3809.5238095238096
07 G. Warmuz,36,66.25481481481482,78,70.657849320808,3.0,3.0,1.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.307243558580453,1,0.0
22 F. Christensen,19,62.14942553942687,66,61.75121958765288,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.22222222222222,2,2727.2727272727275
22 A. Rufati,22,64.66178425546458,68,59.21552920455096,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.395413419331717,0,6985.294117647059
L. Mendy,20,66.44953844859191,69,62.055242723725364,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.395413419331717,2,4347.826086956522
F. Götze,24,63.3562945368171,70,67.3692207441313,1.0,2.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.37472607742878,0,18571.428571428572
K. Paulsen,18,60.14644351564082,74,60.92015714829463,1.0,2.0,2.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.24392361111111,2,3243.2432432432433
22 N. Carlyon,18,61.01479046836483,70,66.9463710329927,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.296296296296294,2,3285.714285714286
I. Mathew,25,68.00821291965507,71,61.32094510235564,1.0,3.0,3.0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.38868655818771,0,22535.211267605635
22 A. Carrera,20,63.19097222222265,73,61.29433560685193,1.0,3.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,20.571428571428573,2,11986.301369863013
F. Bell,17,61.01479046836483,64,61.47866275082572,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.715693808680545,2,1718.75
21 L. Necul,20,66.84351713859911,80,63.59886884804695,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.622960911049557,2,36250.0
20 G. Ruggiero,19,67.14691943127963,71,62.75385115458405,1.0,3.0,2.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,24.343809494085704,2,5281.69014084507
C. Richards,22,60.60498220641852,82,67.97187723356122,1.0,4.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24.615210502489816,0,109756.09756097561
K. Santos,22,60.60498220641852,62,62.662389085929405,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.724403484408533,0,3709.6774193548385
21 F. López,24,62.066326560430504,69,62.70141464098988,1.0,2.0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.89307408198773,0,10144.927536231884
T. Skarke,25,63.3562945368171,73,67.84170637974609,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.114038033027075,0,32876.71232876712
Song Bum Keun,24,55.45909092541449,78,59.331805535650496,1.0,2.0,1.0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.381868423849507,0,39743.58974358974
21 A. Said,34,66.78936170212766,72,69.1328409415945,1.0,4.0,3.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.243801652892564,1,0.0
I. Schranz,28,66.7131350521478,74,67.62332641617166,1.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.32943754565376,0,56756.75675675676
N. Noll,19,63.3562945368171,72,66.62875574206244,1.0,4.0,1.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.22000905387053,2,4861.111111111111
22 J. Sierra,24,63.19097222222265,74,63.273825191232746,1.0,4.0,3.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,23.458562375266975,0,33783.78378378379
22 S. Bumbar,16,58.657777783679684,73,60.5616371871252,1.0,2.0,1.0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.243801652892564,2,1780.8219178082193
V. Melgar,34,62.316666786185394,62,63.36158680652264,1.0,3.0,2.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.280975342840534,1,2258.064516129032
J. Duin,23,64.91292875989446,66,66.02516351895116,1.0,4.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.79035792549306,0,6060.606060606061
20 Kim Hyeong Won,20,55.45909092541449,65,60.391088869824095,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.019502988361115,2,1846.1538461538462
D. Godín,36,64.93636363636358,77,64.53534861016449,3.0,3.0,2.0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.305470559638533,1,24675.324675324675
M. Murphy,21,57.3617886188073,65,60.82546264717189,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21.736505252988767,2,3384.6153846153848
P. Rommens,24,63.676616911317716,71,62.429931231383044,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.53061224489796,0,18309.859154929578
22 D. Didavi,31,63.3562945368171,71,67.71838420538481,2.0,3.0,3.0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.76543209876543,1,22535.211267605635
E. İlkhan,18,62.149019607919676,80,66.42396321110925,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.20408163265306,2,18750.0
22 S. Kikuchi,17,62.05960264900737,67,61.0931527277865,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.89307408198773,2,2985.0746268656717
21 C. Smith,20,61.40113024391227,68,61.58429396430127,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.591836734693878,2,5147.058823529412
Gerson Rodrigues,27,64.6356737489332,72,61.86619464941621,1.0,2.0,4.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.835646457268076,0,34722.22222222222
M. Larsen,18,62.14942553942687,73,62.52444043392023,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.058051188683873,2,3424.6575342465753
22 M. Meerdink,17,64.91292875989446,76,66.02516351895116,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.830817534114235,2,7565.789473684211
21 R. Cerecedo,22,62.066326560430504,64,62.04582795196957,1.0,3.0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.672110130948383,0,4296.875
M. Correia,33,68.82156133820642,67,62.253726548006696,1.0,4.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.413111342351716,1,7089.55223880597
M. De Jesus Sousa,21,61.72667040085065,64,59.88108378399876,1.0,2.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.56663223140496,2,3750.0
G. Mitoglou,22,66.01976736449477,77,65.73367202359162,1.0,3.0,2.0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,22.353714661406972,0,27272.727272727272
A. Lotti,26,66.84351713859911,72,63.91668280342097,1.0,3.0,3.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,21.847008520333322,0,27777.777777777777
T. Barkhuizen,28,61.01479046836483,68,62.61676779042648,1.0,3.0,3.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.47120876377142,0,17647.058823529413
M. Sadílek,23,69.67188274022317,80,64.83936170212766,1.0,4.0,3.0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.758306781975424,0,100000.0
L. Insigne,31,67.14691943127963,84,63.62804936861099,4.0,4.0,4.0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.20633068613798,1,416666.6666666667
K. Cruise,18,57.3617886188073,59,61.29845437014916,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24.212293388429753,2,1525.4237288135594
R. Kriwak,23,63.636842094577204,69,63.85487474025446,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.19161310070401,0,10507.246376811594
22 K. Mantilla,18,64.14479637866177,72,62.67738812688252,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,23.959094229364496,2,6944.444444444444
A. Hountondji,19,66.25481481481482,77,61.748758372086186,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20.897959183673468,2,12337.662337662337
N. Tresoldi,17,67.14691943127963,77,64.15486284738529,1.0,3.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.448015122873343,2,5844.1558441558445
22 G. Buta,19,58.657777783679684,71,62.34067923796061,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.702162099664697,2,3873.239436619718
22 L. Holzman,17,61.01479046836483,71,62.033329326904436,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,21.967857555786793,2,4225.352112676056
S. Asan,23,62.149019607919676,72,65.04890296433776,1.0,2.0,2.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23.18339100346021,0,18055.555555555555
21 Y. Arai,16,61.01479046836483,66,59.187275131791026,1.0,3.0,2.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22.59814049586777,2,1818.1818181818182
M. Harness,26,61.01479046836483,67,63.55830371326276,1.0,4.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.604938271604937,0,16417.910447761195
L. Fiorini,20,61.40113024391227,77,62.09107913472323,1.0,3.0,2.0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.461936624163616,2,22077.922077922078
22 Juninho Rocha,23,70.6844547563805,68,62.50797677683468,1.0,3.0,4.0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.18339100346021,0,12500.0
R. Ivanov,27,61.670364211026055,70,60.9633015578948,1.0,2.0,3.0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.902136102450463,0,17142.85714285714
L. Ennali,20,63.3562945368171,72,62.43031982348721,1.0,2.0,2.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.985397512168742,2,8333.333333333334
22 D. Wilkins,22,61.61211167671129,64,69.1328409415945,1.0,2.0,2.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,19.840664204389366,0,0.0
22 Z. Gordon,28,61.40113024391227,63,61.564361702127655,1.0,4.0,2.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,23.76543209876543,0,6746.0317460317465
L. Schulz,19,61.670364211026055,71,63.164361702127664,1.0,3.0,1.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.4263850627487,2,4225.352112676056
P. Stojanović,26,66.72958542510514,78,66.02394568477573,1.0,3.0,3.0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.724403484408533,0,89743.58974358975
H. Larsson,18,59.94615384628343,78,63.738014680742296,1.0,3.0,2.0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20.0177299894192,2,7371.794871794872
M. Guaramato,28,62.46376811594901,67,62.52052415613021,1.0,3.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23.38868655818771,0,13805.970149253732
T. Kofler,23,63.636842094577204,66,61.65006910797104,1.0,2.0,2.0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22.34351559258195,0,7954.545454545455
R. Fernández,19,62.316666786185394,73,63.36158680652264,1.0,3.0,3.0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,23.051754907792983,2,7191.780821917808
G. Vural,34,62.149019607919676,69,64.58116617584392,1.0,3.0,3.0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.747550193111813,1,7246.376811594203
