Name,Age,Nationality,Potential,Club,Value,Wage,International Reputation,Weak Foot,Skill Moves,Work Rate,Body Type,Position,Loaned From,Height,Weight,Release Clause
Valery,22,Spain,78,Girona FC,3600000.0,12000.0,1.0,3.0,3.0,High/ Medium,Lean,LWB,Permanent,182,75,8600000.0
21 M. Heiland,18,Germany,68,Eintracht Braunschweig,250000.0,850.0,1.0,2.0,3.0,Medium/ Medium,Normal,RES,Permanent,181,74,544000.0
S. Kawasaki,21,Japan,75,Portimonense SC,1200000.0,2000.0,1.0,4.0,3.0,Medium/ Medium,Normal,RES,Permanent,168,66,2800000.0
22 J. Madelin,19,Wales,64,AFC Wimbledon,180000.0,650.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,186,78,351000.0
M. Laborda,22,Uruguay,75,Club Nacional de Football,2100000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,182,72,5000000.0
J. McArthur,34,Scotland,75,Crystal Palace,1900000.0,42000.0,1.0,3.0,3.0,High/ High,Normal,SUB,Permanent,178,66,3600000.0
D. Lukébakio,24,Belgium,78,Hertha BSC,6000000.0,22000.0,2.0,3.0,4.0,Medium/ Low,Lean,RM,Permanent,187,77,10700000.0
Caio Henrique,24,Brazil,82,AS Monaco,18500000.0,39000.0,1.0,2.0,3.0,High/ Medium,Lean,LB,Permanent,179,70,36500000.0
B. Wembangomo,25,Norway,74,FK Bodø/Glimt,1900000.0,3000.0,1.0,3.0,3.0,High/ Medium,Lean,LB,Permanent,181,75,2500000.0
J. McLaughlin,34,Scotland,70,Rangers FC,275000.0,20000.0,1.0,3.0,1.0,Medium/ Medium,Normal,SUB,Permanent,188,83,495000.0
22 A. Fuchs,24,Germany,70,SK Austria Klagenfurt,1000000.0,2000.0,1.0,3.0,3.0,High/ High,Normal,SUB,Permanent,184,76,1500000.0
15 S. Abu Hash'hash,33,Jordan,66,Al Taawoun,275000.0,4000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,179,72,0.0
J. de Guzmán,34,Netherlands,70,Sparta Rotterdam,725000.0,7000.0,1.0,4.0,3.0,High/ Medium,Normal,LDM,Permanent,173,70,1100000.0
D. Ciezkowski,21,Poland,58,US Cremonese,100000.0,950.0,1.0,2.0,1.0,Medium/ Medium,Normal,SUB,Permanent,191,80,200000.0
O. Mhamdi,19,Germany,68,SpVgg Greuther Fürth,240000.0,850.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,183,74,534000.0
11 S. Zaaboub,27,France,62,Southend United,0.0,0.0,1.0,3.0,2.0,N/A/ N/A,Stocky,LM,Permanent,178,70,0.0
J. Young,21,England,73,Wycombe Wanderers,550000.0,1000.0,1.0,4.0,2.0,Medium/ Medium,Lean,RES,Permanent,171,64,1300000.0
21 Del Pozo,23,Spain,67,Albacete BP,600000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,178,70,975000.0
Y. Fofana,23,France,84,AS Monaco,24500000.0,43000.0,2.0,3.0,3.0,Medium/ High,Normal,LDM,Permanent,176,69,48400000.0
22 J. Durán,29,Peru,65,Cienciano,700000.0,500.0,1.0,3.0,3.0,High/ Medium,Lean,SUB,Permanent,165,62,1500000.0
Miguel,22,Spain,79,Deportivo Alavés,3200000.0,6000.0,1.0,3.0,3.0,High/ Medium,Normal,SUB,Permanent,188,83,5800000.0
Cho Jae Hun,19,Korea Republic,69,Pohang Steelers,240000.0,800.0,1.0,3.0,3.0,Medium/ Medium,Lean,SUB,Permanent,178,65,450000.0
19 A. Hernández,20,Mexico,71,Club Universidad Nacional,275000.0,3000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,183,81,532000.0
F. Hernandez,24,United States,69,Sporting Kansas City,800000.0,1000.0,1.0,4.0,2.0,High/ High,Normal,SUB,Permanent,170,61,1300000.0
N. Gavory,27,France,72,Fortuna Düsseldorf,2300000.0,16000.0,1.0,3.0,3.0,High/ Medium,Normal,LB,Permanent,183,79,3700000.0
C. Forsyth,33,Scotland,67,Derby County,525000.0,3000.0,1.0,2.0,2.0,Medium/ High,Normal,LB,Permanent,189,83,919000.0
A. Voglsammer,30,Germany,73,1. FC Union Berlin,3000000.0,26000.0,1.0,3.0,3.0,High/ Medium,Stocky,SUB,Permanent,178,83,5400000.0
22 D. van der Haar,17,Netherlands,70,PEC Zwolle,300000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,183,76,623000.0
B. Al Hurayji,22,Saudi Arabia,60,Al Batin,180000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,175,68,333000.0
Pastor,22,Brazil,66,Portimonense SC,475000.0,1000.0,1.0,2.0,2.0,High/ High,Normal,RES,Permanent,176,74,1000000.0
P. Richter,25,Germany,58,VfB Oldenburg,200000.0,500.0,1.0,3.0,2.0,Medium/ Low,Normal,SUB,Permanent,175,72,305000.0
Yeremy Pino,19,Spain,87,Villarreal CF,38000000.0,21000.0,1.0,4.0,3.0,High/ Low,Lean,RM,Permanent,172,60,87400000.0
22 Soares,30,Brazil,76,Olympiacos CFP,7500000.0,2000.0,1.0,3.0,3.0,Medium/ Medium,Normal,ST,Permanent,187,82,15800000.0
22 M. Richter,21,Germany,64,FC Würzburger Kickers,210000.0,650.0,1.0,4.0,1.0,Medium/ Medium,Normal,SUB,Permanent,198,87,347000.0
22 N. Hara,17,Japan,71,Shonan Bellmare,230000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,177,63,431000.0
R. Echeverría,27,Chile,74,CD Everton de Viña del Mar,3100000.0,4000.0,1.0,3.0,2.0,High/ High,Lean,RCB,Permanent,180,77,4400000.0
R. Königsdörffer,20,Ghana,77,Hamburger SV,2200000.0,5000.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,182,78,4000000.0
Rodri,22,Spain,84,Real Betis Balompié,7000000.0,16000.0,1.0,4.0,3.0,High/ Medium,Normal,SUB,Permanent,168,62,16100000.000000002
E. Agbadou,25,Côte d'Ivoire,78,Stade de Reims,3400000.0,13000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,192,86,7500000.0
Á. Nistor,17,Romania,72,Sepsi OSK Sf. Gheorghe,325000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,177,69,642000.0
S. Jones-Carey,18,Republic of Ireland,61,Shamrock Rovers,100000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Lean,RES,Permanent,184,75,175000.0
V. Osimhen,23,Nigeria,89,Napoli,58000000.0,72000.0,2.0,4.0,3.0,High/ Medium,Lean,ST,Permanent,185,78,110200000.0
A. Seidu,22,Ghana,74,Clermont Foot 63,1800000.0,6000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,173,68,4000000.0
F. Rahn,17,Germany,68,SV Sandhausen,200000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,185,74,445000.0
21 Y. Aït Bennasser,23,Morocco,77,AS Monaco,4300000.0,31000.0,1.0,3.0,3.0,Medium/ Medium,Normal,RES,Permanent,184,74,8500000.0
H. Al Haydos,31,Qatar,72,Unknown,0.0,0.0,1.0,3.0,3.0,Medium/ High,Normal,RW,Permanent,170,66,0.0
21 O. İmeri,20,Albania,75,Antalyaspor,925000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,177,70,2400000.0
Jo Hyeon Woo,30,Korea Republic,73,Ulsan Hyundai FC,2000000.0,8000.0,1.0,3.0,1.0,Medium/ Medium,Lean,GK,Permanent,189,75,2600000.0
22 D. Simpson,34,England,67,Bristol City,375000.0,11000.0,1.0,3.0,2.0,Low/ Medium,Normal,SUB,Permanent,176,80,713000.0
A. Kralj,24,Sweden,65,Degerfors IF,500000.0,650.0,1.0,2.0,3.0,High/ Medium,Lean,SUB,Permanent,164,60,663000.0
E. Choupo-Moting,33,Cameroon,75,FC Bayern München,3600000.0,50000.0,2.0,4.0,3.0,High/ Medium,Normal,SUB,Permanent,191,90,5900000.0
22 J. Hodnett,18,England,65,Wolverhampton Wanderers,110000.0,3000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,168,62,278000.0
19 V. De Marco,25,Argentina,66,Lech Poznań,450000.0,3000.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,182,73,641000.0
22 Milson,21,Angola,76,Clube Sport Marítimo,1900000.0,3000.0,1.0,2.0,3.0,Medium/ Medium,Lean,SUB,Permanent,174,64,4400000.0
22 S. Čestić,20,Serbia,77,1. FC Köln,2100000.0,6000.0,1.0,3.0,2.0,Medium/ Medium,Stocky,RES,Permanent,192,87,4200000.0
F. Mateos,29,Argentina,72,Deportivo Ñublense,2300000.0,7000.0,1.0,4.0,4.0,Medium/ Medium,Normal,RCM,Permanent,177,74,3100000.0
T. Hasal,22,Canada,72,Vancouver Whitecaps FC,1100000.0,1000.0,1.0,1.0,1.0,Medium/ Medium,Normal,SUB,Permanent,191,77,1900000.0
S. Dembélé,25,Scotland,74,AFC Bournemouth,2100000.0,22000.0,1.0,5.0,4.0,High/ Medium,Lean,SUB,Permanent,173,67,4400000.0
22 J. Carrascal,23,Colombia,80,PFC CSKA Moscow,6500000.0,31000.0,1.0,2.0,5.0,High/ Low,Lean,SUB,Permanent,180,75,11700000.0
20 E. Polverino,22,Italy,65,Castellammare di Stabia,110000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Normal,RES,Permanent,182,75,193000.0
A. Herzog,24,Germany,68,Hallescher FC,625000.0,1000.0,1.0,4.0,3.0,High/ Medium,Normal,SUB,Permanent,177,77,1000000.0
22 P. Ferry,18,Northern Ireland,59,Derry City,100000.0,500.0,1.0,3.0,2.0,High/ High,Normal,RES,Permanent,179,73,175000.0
Vitor Hugo,31,Brazil,77,Trabzonspor,7000000.0,33000.0,1.0,2.0,2.0,Medium/ High,Normal,LCB,Permanent,187,80,13300000.0
H. Saivet,31,Senegal,65,Pau FC,600000.0,2000.0,2.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,174,76,1100000.0
21 Magunagoitia,19,Spain,70,SD Eibar,350000.0,1000.0,1.0,3.0,1.0,Medium/ Medium,Normal,RES,Permanent,183,79,954000.0
22 E. Kouadio,22,Germany,62,SV Waldhof Mannheim 07,240000.0,650.0,1.0,3.0,2.0,High/ Medium,Lean,RES,Permanent,180,78,366000.0
B. Anunga,25,Cameroon,67,Nashville SC,525000.0,1000.0,1.0,4.0,3.0,Medium/ Medium,Normal,SUB,Permanent,180,81,827000.0
22 R. Meraz,21,Mexico,77,Mazatlán Futbol Club,2700000.0,4000.0,1.0,2.0,2.0,Medium/ Medium,Normal,LDM,Permanent,180,78,5100000.0
22 Chen Zhengfeng,20,China PR,52,Guangzhou FC,70000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,176,62,114000.0
22 O. Olufunwa,19,England,67,Southampton,325000.0,4000.0,1.0,2.0,2.0,Medium/ Medium,Normal,RES,Permanent,178,72,683000.0
21 S. Sulejmani,25,Switzerland,60,FC Zürich,190000.0,2000.0,1.0,3.0,2.0,Medium/ Low,Normal,RES,Permanent,190,86,168000.0
A. Lusamba,25,France,74,Aytemiz Alanyaspor,2200000.0,12000.0,1.0,3.0,4.0,Medium/ Medium,Normal,SUB,Permanent,180,74,4600000.0
C. Thiam,20,England,66,Fleetwood Town,300000.0,1000.0,1.0,3.0,3.0,High/ Medium,Lean,SUB,Permanent,178,77,585000.0
Lincoln,23,Brazil,84,Fenerbahçe SK,12500000.0,46000.0,1.0,3.0,4.0,High/ Medium,Normal,SUB,Permanent,178,73,26300000.0
G. Altare,23,Italy,75,Cagliari,2200000.0,2000.0,1.0,2.0,2.0,Medium/ Medium,Normal,LCB,Permanent,190,84,3700000.0
W. Troost-Ekong,28,Nigeria,71,Watford,1600000.0,25000.0,1.0,3.0,2.0,Low/ Medium,Normal,SUB,Permanent,191,92,3000000.0
L. Bendel,18,Germany,70,Hallescher FC,325000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Normal,SUB,Permanent,190,81,674000.0
10 N. Frutos,28,Argentina,78,RSC Anderlecht,0.0,0.0,2.0,3.0,1.0,N/A/ N/A,Stocky,ST,Permanent,194,88,0.0
V. Černý,24,Czech Republic,75,FC Twente,2400000.0,8000.0,1.0,3.0,3.0,Medium/ High,Lean,RW,Permanent,182,65,3800000.0
J. Ceka,22,Germany,72,1. FC Magdeburg,1600000.0,5000.0,1.0,4.0,3.0,Medium/ Medium,Lean,RW,Permanent,169,63,2600000.0
J. Eijgenraam,20,Netherlands,73,Excelsior,1200000.0,1000.0,1.0,3.0,2.0,Medium/ High,Lean,SUB,Permanent,180,80,2000000.0
22 L. Hallett,17,England,62,Forest Green Rovers,170000.0,650.0,1.0,2.0,2.0,Medium/ Medium,Lean,SUB,Permanent,178,64,332000.0
D. Lyngdoh,18,India,64,Bengaluru FC,110000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,172,68,217000.0
K. Onisiwo,30,Austria,74,1. FSV Mainz 05,4099999.9999999995,26000.0,2.0,3.0,3.0,High/ High,Normal,RS,Permanent,188,88,7000000.0
D. Díaz,36,Ecuador,75,Barcelona Sporting Club,1800000.0,950.0,1.0,4.0,4.0,High/ Medium,Lean,CAM,Permanent,174,67,4000000.0
W. Anton,25,Germany,78,VfB Stuttgart,6500000.0,20000.0,1.0,3.0,3.0,Medium/ Medium,Normal,CB,Permanent,189,86,12200000.0
22 S. Ahmetoğlu,19,Turkey,73,Fatih Karagümrük S.K.,475000.0,4000.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,"<a href=""/team/326/fenerbahce-sk/"">Fenerbahçe SK</a>",184,68,0.0
N. Neidhart,27,Germany,68,F.C. Hansa Rostock,1200000.0,6000.0,1.0,4.0,2.0,High/ High,Lean,RWB,Permanent,177,68,1900000.0
Liao Lei,23,China PR,55,Shenzhen FC,70000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,180,70,123000.0
22 M. LaGrassa,28,United States,59,Nashville SC,220000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,SUB,Permanent,182,79,330000.0
S. Flinders,36,England,61,Mansfield Town,35000.0,2000.0,1.0,2.0,1.0,Medium/ Medium,Stocky,SUB,Permanent,193,87,61000.0
G. Piñeiro,21,Argentina,71,Estudiantes de La Plata,900000.0,2000.0,1.0,3.0,3.0,Medium/ Medium,Lean,RES,Permanent,180,76,1500000.0
N. Melvin-Lambert,19,England,69,Reading,450000.0,2000.0,1.0,3.0,2.0,Medium/ Low,Lean,RES,Permanent,186,69,945000.0
U. Bozok,25,Turkey,78,FC Lorient,6000000.0,18000.0,1.0,4.0,3.0,High/ Medium,Normal,RES,Permanent,178,75,12500000.0
B. Pereira,19,France,79,AJ Auxerre,825000.0,2000.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,172,70,2200000.0
21 B. Ivanović,36,Serbia,74,West Bromwich Albion,750000.0,41000.0,3.0,3.0,2.0,High/ Medium,Stocky,SUB,Permanent,185,91,1500000.0
M. Sabitzer,28,Austria,80,FC Bayern München,21000000.0,67000.0,3.0,4.0,3.0,High/ High,Normal,SUB,Permanent,178,76,34700000.0
15 A. Bancé,28,Burkina Faso,70,Fortuna Düsseldorf,1600000.0,20000.0,1.0,2.0,2.0,Medium/ Low,Normal,RES,Permanent,193,93,0.0
22 Robson Bambu,23,Brazil,76,OGC Nice,2600000.0,11000.0,1.0,3.0,2.0,Low/ Medium,Lean,RES,Permanent,185,72,5500000.0
A. Ranawade,24,India,60,Mumbai City FC,180000.0,500.0,1.0,3.0,2.0,Medium/ High,Stocky,RB,Permanent,166,69,257000.0
Q. McNeill,23,Republic of Ireland,62,Charlotte FC,220000.0,1000.0,1.0,3.0,2.0,High/ High,Normal,SUB,Permanent,180,73,363000.0
L. Richardson,19,England,76,Burnley,775000.0,5000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,179,70,2000000.0
Chen Yuhao,20,China PR,67,Wuhan FC,120000.0,1000.0,1.0,3.0,2.0,High/ Medium,Lean,SUB,Permanent,175,68,261000.0
D. Louiserre,27,France,71,En Avant de Guingamp,1500000.0,4000.0,1.0,3.0,3.0,Medium/ Medium,Normal,RCM,Permanent,172,63,2700000.0
Park Ji Soo,28,Korea Republic,71,Sangju Sangmu FC,1400000.0,5000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RCB,"<a href=""/team/111839/guangzhou-fc/"">Guangzhou FC</a>",187,83,0.0
N. Nsingi,21,Belgium,69,Oud-Heverlee Leuven,550000.0,2000.0,1.0,3.0,2.0,High/ Medium,Normal,SUB,Permanent,174,70,908000.0
Y. Malede,22,Israel,72,KV Mechelen,1500000.0,4000.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,189,80,2600000.0
T. Krauß,21,Germany,79,FC Schalke 04,4200000.0,21000.0,1.0,3.0,2.0,High/ High,Normal,RCM,"<a href=""/team/112172/rb-leipzig/"">RB Leipzig</a>",182,72,0.0
22 M. Młyński,20,Poland,74,Wisła Kraków,1100000.0,1000.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,178,67,1700000.0
F. Pérez,22,Argentina,76,Club Atlético Lanús,2500000.0,9000.0,1.0,4.0,3.0,Medium/ Medium,Stocky,SUB,Permanent,170,65,4300000.0
M. de Ligt,22,Netherlands,89,FC Bayern München,71000000.0,77000.0,3.0,3.0,2.0,Medium/ High,Unique,RCB,Permanent,189,89,122500000.0
Óscar,24,Spain,81,RC Celta de Vigo,11500000.0,22000.0,1.0,3.0,3.0,High/ Medium,Normal,CM,"<a href=""/team/481/sevilla-fc/"">Sevilla FC</a>",174,68,0.0
22 N. Lewis,20,Netherlands,67,Willem II,450000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,194,88,743000.0
J. Guilavogui,31,France,75,VfL Wolfsburg,3900000.0,35000.0,2.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,188,77,6600000.0
M. Vojvoda,27,Kosovo,74,Torino F.C.,4099999.9999999995,32000.0,1.0,4.0,3.0,Medium/ Medium,Normal,LM,Permanent,187,78,7400000.0
22 G. Olguín,26,Bolivia,64,Club Atlético Palmaflor,425000.0,500.0,1.0,3.0,2.0,Low/ High,Normal,LCB,Permanent,184,85,946000.0
21 Mario Soriano,18,Spain,81,Atlético de Madrid,1500000.0,4000.0,1.0,3.0,3.0,High/ Medium,Normal,RES,Permanent,163,59,4000000.0
22 T. Kato,22,Japan,61,Kashiwa Reysol,200000.0,2000.0,1.0,2.0,2.0,Medium/ Medium,Normal,RES,Permanent,172,68,290000.0
L. Leroy,22,France,75,Montpellier Hérault SC,2300000.0,7000.0,1.0,3.0,3.0,Medium/ Medium,Normal,SUB,Permanent,187,82,4800000.0
F. Forster,34,England,76,Tottenham Hotspur,1300000.0,52000.0,2.0,5.0,1.0,Medium/ Medium,Normal,SUB,Permanent,201,93,2500000.0
22 J. Rivas,18,Mexico,73,Club Universidad Nacional,725000.0,650.0,1.0,3.0,2.0,Medium/ Medium,Lean,SUB,Permanent,171,68,1400000.0
Hugo Duro,22,Spain,84,Valencia CF,21500000.0,32000.0,1.0,4.0,3.0,High/ Medium,Normal,SUB,Permanent,180,76,49500000.0
22 P. Beach,17,Australia,60,Central Coast Mariners,80000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Normal,RES,Permanent,183,75,116000.0
22 H. Pérez,30,Venezuela,62,AC Mineros de Guayana,250000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Lean,SUB,Permanent,185,70,556000.0
22 T. Roberts,17,England,76,Wolverhampton Wanderers,300000.0,2000.0,1.0,4.0,3.0,High/ Medium,Lean,RES,Permanent,177,70,870000.0
21 M. Holcbecher,19,Switzerland,63,Servette FC,275000.0,2000.0,1.0,3.0,2.0,High/ Medium,Normal,RES,Permanent,185,73,454000.0
G. Añasgo,25,Argentina,68,Club Always Ready,750000.0,500.0,1.0,2.0,3.0,High/ High,Lean,SUB,Permanent,170,69,1700000.0
22 Olguín,20,Spain,69,CD Mirandés,450000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,181,75,788000.0
L. Usca,22,Ecuador,65,9 de Octubre,300000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Normal,SUB,Permanent,182,77,668000.0
C. Rivas,28,Colombia,64,La Equidad,600000.0,600.0,1.0,3.0,3.0,Medium/ Medium,Stocky,SUB,Permanent,176,87,810000.0
Víctor Olmo,21,Spain,75,Málaga CF,1300000.0,2000.0,1.0,3.0,2.0,High/ Medium,Normal,RES,Permanent,170,67,2300000.0
D. Reiziger,21,Netherlands,70,Vitesse,450000.0,1000.0,1.0,3.0,1.0,Medium/ Medium,Lean,SUB,Permanent,188,78,743000.0
D. Šarić,25,Bosnia and Herzegovina,74,Ascoli,2000000.0,3000.0,1.0,3.0,2.0,Low/ Low,Normal,RCM,Permanent,180,70,3400000.0
A. Gorcea,20,Romania,70,Universitatea Cluj,350000.0,550.0,1.0,1.0,1.0,Medium/ Medium,Lean,GK,Permanent,185,75,691000.0
J. Gal,29,United States,60,Degerfors IF,170000.0,550.0,1.0,3.0,1.0,Medium/ Medium,Lean,SUB,Permanent,187,80,225000.0
F. Herrera,18,Argentina,76,Newell's Old Boys,675000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Normal,RES,Permanent,190,93,1400000.0
G. Paiva,24,Paraguay,70,Club Olimpia,1100000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,LS,Permanent,181,77,2500000.0
22 D. Peretz,26,Israel,68,Venezia FC,950000.0,6000.0,1.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,185,73,1800000.0
S. Biuk,19,Croatia,85,Hajduk Split,3600000.0,500.0,1.0,5.0,3.0,High/ Medium,Lean,LW,Permanent,182,70,10200000.0
Wu Chengru,21,China PR,55,Guangzhou City,110000.0,1000.0,1.0,2.0,2.0,High/ Low,Lean,SUB,Permanent,178,71,193000.0
L. Holík,24,Czech Republic,73,FC Viktoria Plzeň,2000000.0,500.0,1.0,3.0,2.0,Medium/ Medium,Normal,RB,Permanent,181,78,4600000.0
22 S. Cornish,19,England,68,Colchester United,275000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,173,75,653000.0
22 D. Berry,18,England,67,Norwich City,100000.0,500.0,1.0,3.0,1.0,Medium/ Medium,Lean,RES,Permanent,193,86,263000.0
Miguel Muñoz,25,Spain,63,Piast Gliwice,275000.0,2000.0,1.0,3.0,2.0,High/ Medium,Lean,SUB,Permanent,182,73,392000.0
Martín Calderón,23,Spain,75,Cádiz CF,2100000.0,8000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,183,75,4800000.0
O. Patrick,26,England,66,Carlisle United,625000.0,3000.0,1.0,3.0,3.0,High/ High,Lean,LS,Permanent,185,76,1100000.0
M. Cauteruccio,35,Uruguay,74,Club Atlético Aldosivi,1800000.0,10000.0,1.0,3.0,3.0,Medium/ Medium,Normal,LS,Permanent,180,76,2600000.0
22 Ibrahima Camara,18,Spain,79,Atlético de Madrid,775000.0,2000.0,1.0,2.0,2.0,Low/ Medium,Normal,RES,Permanent,181,75,2100000.0
E. Kurtulus,22,Sweden,75,Hammarby IF,2300000.0,2000.0,1.0,3.0,2.0,High/ Medium,Normal,RCB,Permanent,185,75,3300000.0
M. Al Hurayji,22,Saudi Arabia,60,Al Raed,110000.0,2000.0,1.0,3.0,1.0,Medium/ Medium,Lean,RES,Permanent,188,70,204000.0
Ran Weifeng,20,China PR,57,Chengdu Rongcheng F.C.,80000.0,700.0,1.0,3.0,1.0,Medium/ Medium,Normal,RES,Permanent,187,80,140000.0
22 A. Mendoza,18,Venezuela,74,AC Mineros de Guayana,750000.0,500.0,1.0,2.0,2.0,High/ Medium,Normal,SUB,Permanent,173,68,2100000.0
21 R. Figiel,29,Poland,62,Podbeskidzie Bielsko-Biała,350000.0,1000.0,1.0,3.0,2.0,High/ Medium,Normal,RES,Permanent,175,74,473000.0
22 L. Melano,28,Argentina,69,Universidad Católica,1400000.0,7000.0,1.0,3.0,3.0,Medium/ Low,Lean,RES,Permanent,183,78,2000000.0
L. Margueron,21,France,66,Clermont Foot 63,400000.0,1000.0,1.0,2.0,1.0,Medium/ Medium,Stocky,RES,Permanent,194,85,880000.0
S. Jasper,21,Bulgaria,74,Fulham,1600000.0,10000.0,1.0,4.0,4.0,High/ Medium,Normal,RES,Permanent,172,71,3400000.0
Juan Jesus,31,Brazil,76,Napoli,5000000.0,41000.0,2.0,3.0,2.0,Low/ High,Normal,SUB,Permanent,185,83,8500000.0
22 Ł. Seweryn,19,Poland,67,PGE FKS Stal Mielec,180000.0,500.0,1.0,2.0,2.0,Medium/ Medium,Normal,SUB,Permanent,179,74,356000.0
Álex Castroviejo,20,Spain,70,Elche CF,550000.0,2000.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,175,66,1300000.0
H. Souttar,23,Australia,77,Stoke City,3200000.0,16000.0,1.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,200,79,6300000.0
22 H. Ghandour,21,Lebanon,63,Charlton Athletic,210000.0,1000.0,1.0,3.0,2.0,Medium/ Medium,Lean,RES,Permanent,179,78,410000.0
R. Østrøm,19,Norway,73,Odense Boldklub,550000.0,1000.0,1.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,188,80,1000000.0
S. Guediri,24,United States,64,D.C. United,325000.0,1000.0,1.0,2.0,2.0,High/ Medium,Normal,LB,Permanent,180,77,512000.0
N. Burkart,22,Switzerland,70,Sport-Club Freiburg,975000.0,5000.0,1.0,4.0,3.0,High/ Medium,Normal,RES,Permanent,175,70,1900000.0
A. Maynard-Brewer,23,Australia,70,Gillingham,825000.0,2000.0,1.0,3.0,1.0,Medium/ Medium,Lean,SUB,"<a href=""/team/89/charlton-athletic/"">Charlton Athletic</a>",188,76,0.0
S. Bradley,30,England,70,Luton Town,1300000.0,17000.0,1.0,3.0,2.0,Medium/ High,Normal,CB,Permanent,196,90,2500000.0
F. Zuqui,30,Argentina,75,Estudiantes de La Plata,5500000.0,13000.0,1.0,3.0,3.0,Medium/ Medium,Normal,CM,Permanent,173,66,8300000.000000001
C. Ortíz,29,Ecuador,65,Delfín Sporting Club,500000.0,500.0,1.0,2.0,1.0,Medium/ Medium,Normal,SUB,Permanent,178,75,1100000.0
22 Pedro Amador,22,Portugal,73,Moreirense FC,1600000.0,3000.0,1.0,3.0,3.0,High/ Medium,Lean,SUB,Permanent,181,73,3700000.0
D. Levitt,21,Wales,80,Dundee United,2000000.0,2000.0,1.0,4.0,3.0,Medium/ Medium,Lean,LCM,Permanent,180,73,4800000.0
22 T. Cantoro,20,Argentina,71,Club Universitario de Deportes,875000.0,500.0,1.0,3.0,3.0,High/ Medium,Lean,RES,Permanent,177,75,2100000.0
21 S. Lo Faso,22,Italy,74,Lecce,1600000.0,1000.0,1.0,5.0,3.0,High/ Medium,Lean,SUB,Permanent,179,72,2900000.0
J. Mina,21,Ecuador,70,Barcelona Sporting Club,525000.0,500.0,1.0,3.0,2.0,Medium/ High,Normal,SUB,Permanent,185,80,1300000.0
20 O. Sundgot,18,Norway,62,Molde FK,80000.0,550.0,1.0,3.0,2.0,Medium/ Medium,Normal,RES,Permanent,180,77,120000.0
22 K. Boma,18,France,76,Angers SCO,550000.0,950.0,1.0,3.0,2.0,Low/ Medium,Lean,RES,Permanent,187,73,1400000.0
